"filename", "language", "C#", "Markdown", "XML", "JSON", "comment", "blank", "total"
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\PaginaGrupo.Infra\Repositories\TipoAdjuntoRepository.cs", "C#", 24, 0, 0, 0, 2, 10, 36
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\PaginaGrupo.Infra\Repositories\TipoNombreRepository.cs", "C#", 24, 0, 0, 0, 2, 10, 36
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\PaginaGrupo.Infra\Repositories\UnidadRepository.cs", "C#", 24, 0, 0, 0, 2, 10, 36
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\PaginaGrupo.Infra\Repositories\UsuarioRepository.cs", "C#", 30, 0, 0, 0, 3, 9, 42
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\PaginaGrupo.Infra\Validators\NoticiaValidator.cs", "C#", 19, 0, 0, 0, 0, 2, 21
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\PaginaGrupo.IntegrationTest\PaginaGrupo.IntegrationTest.csproj", "XML", 0, 0, 21, 0, 0, 5, 26
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\PaginaGrupo.IntegrationTest\UnitTest1.cs", "C#", 10, 0, 0, 0, 0, 1, 11
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\PaginaGrupo.IntegrationTest\Usings.cs", "C#", 1, 0, 0, 0, 0, 0, 1
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\PaginaGrupo.UnitTest\PaginaGrupo.UnitTest.csproj", "XML", 0, 0, 21, 0, 0, 5, 26
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\PaginaGrupo.UnitTest\UnitTest1.cs", "C#", 10, 0, 0, 0, 0, 1, 11
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\PaginaGrupo.UnitTest\Usings.cs", "C#", 1, 0, 0, 0, 0, 0, 1
"d:\cursos\4 cuatrimestre\Integracion de Sistemas\Curso online\PaginaGrupo\README.md", "Markdown", 0, 1, 0, 0, 0, 0, 1
"Total", "-", 2885, 1, 95, 51, 71, 1025, 4128
